Review,Total
한우 불고기세트는 포테이토가 없는 건가요 ??? 포테이토가 안왔어요,2
아주주주주주ㅜㅜㅜ주ㅜ,4
맛있어요 배달도 깔끔하게 왔어요,5
작아요 ..정말1인용..맛은 있어요.,2
그냥 지파이를 먹는게 좋을것 같아요,3
양념감자 칠리에 시즈닝 칠리 하나 추가 했는데 시즈닝 하나 밖에 안왔네요...,5
자주 주문하는 편인데 배달도 음식도 만족해요,5
아주 훌륭합니다 또 시켜먹어야지,5
40분 내외라고 했는데 아주 빨리 오셨어요 아이가 소스랑 채소를 안먹어 빼달라고 번거로운 부탁을 드렸는데 다빼주셔서 너무 감사드려요~~,5
다 좋은데 롯데리아는 치킨 메뉴가 별로 맛이 없는 것 같아요 ㅜ ㅜ,5
지파이는 바삭하고 매콤하니 정말맛있었어요!! 햄버거도 따뜻하게오고 배달도 금방오더라구요 ㅎ 배달비도없어서 자주애용할꺼같아요!! 맛있게잘먹었습니다😊,5
굿굿굿굿굿굿굿굿굿굿,5
굿굿굿굿굿굿굿굿굿굿,5
맛있어서 자주먹어요~~,5
배달빠르고 맛있어요,5
배달빠츠고 맛있어요,5
편리하고좋아요gooooood,5
괜찮아요 먹을만해요,5
자주 주문합니다! 오늘은 기사님도 완전 친절하셔서 더 맛있게 먹었습니다!,5
역시 맛나네요 불고기가쵝고,5
배달은 빠름~가격대비 내용물이 좀 부실해요.,5
퇴근하면 배달시켰는데 배송이 너무 늦게 도착해서 많이 실망했습니디ㅣ,2
잘먹었냐옹 맛있다옹,5
역시 프랜차이즈.. 따봉!!,5
더블팩이라 양이 많을거라 기대했는데 적네요..햄버거가 둘다 애기사이즈인듯~ 우리 아들 1인분도 안되는.. 그리고 음료는 사이다가 1.5리터나 왔어요. 개인적으로는 시원한 한잔이 더 좋아요.,4
배고파서 시켯는데 입맛없어욤 ㅠㅠㅠ 배달이며 햄버거는 맛잇엇는데 ㅠ,5
배달도 빠르고 항상 맛있어여~,5
배달예상시간 조금 넘어서 배달이 왔는데요 콜라가 하나 빠졌네요...배달원분이 실수하신건지 모르겠는데 콜라 하나 때문에 다시 연락하기도 그래서 그냥 넘겼어요..,3
양도많고 배달이 빨라요,4
배달빠름 좋아용 굿,5
배달도 빠르고 맛있어요,4
맛있어요!!! 사진을 미처 못찍었었는데 핫윙은 진짜 진짜 매워요 휴ㅠㅠ,5
배달이 정말 빨라요. 햄버거 맛은.... 처음엔 정말 맛있다고 누끼는데 중간쯤 먹고나서는 너무 달아서 먹기 힘들어요 ㅠㅠ,5
따뜻한 상태로 배달이 되었어요^^ 쭉~쭉 늘어나는 모짜치즈.... 대박이었습니다,5
5555555555,5
맛있급니다~~~~~,5
생각보다 양이 별로였지만 맛있어요 싹다비웠어요,4
하루종일 팔다 남은 감튀를 줬나.. 역대급 맛없었음,3
지파이 존맛,5
아재버거 제 입맛엔 좀..,5
아주 잘먹었습니다. 다먹는바람에 사진이 없네요,5
시간에 잘 맞춰서...배달해 주셔서... 감사합니다~^^,5
맛있어요! 배달 빨라용,5
배달도빠르고맛있습니다~~~,5
항상 맛있게 잘먹고있습니다,5
맛있어요!!!!!!,5
맛있어요!!!!!!,5
시즈닝이 잘못 왔어요ㅠㅠㅠ그래도 맛있게먹었습니다ㅠㅠ,4
배달도 빠르고 맛있어요,5
모짜인더버거 좋아하는데 왜 해쉬랑 더블은 없고 베이컨만 배달되는지 모르게ㅛ어요 ㅜㅜ 근데 맛있음 모짜 ㅎ,5
배달빠르고 맛있게 먹었어요!,5
이벤트로 맛나게 먹었어요,5
이벤트로 맛나게 먹었어요,5
존맛..,5
이벤트 덕분이 저렴하게 맛있게 먹었어요.,5
잘먹었어요.,5
갓데리아 실허ㅏ냐구,5
항상 그대로인맛 알다시피,5
핫크리스피가 옛날보단 별로인거같아요 매콤한맛도없고 그냥 치킨인 느낌ㅠㅠ 매콤한맛이전혀없어서 너무실망... 감튀는 양이많아서좋아요,4
항상 최고입니다 또 주문할게요,5
좋아요 잘먹었어요ㄴ,5
자주 시킬게욬ㅋㅋㅋㅋㅋㅋㅋ배달 빠르니까 맛도 괜찮아요,5
뱌달빠르고 좋습니다 추천해뇨,5
맛있게 잘먹었습니다.,5
맛있어요~ 나중에 또 시켜먹어야겠어요~,5
여기지점은매번뭐빠뜨리고오거나 한시간정도걸리고햄버거는맨날다식고 몇번짼지 다신안시켜,1
화이어윙 존맛이구 버거 상태도 굿굿굿,5
종종시켜먹는데 좋아요^^,5
항상 맛있게 먹습니다 최고예요,5
맛나요..배달도 무료 짱 좋아용~~^^^^,4
갓데리아의 시대가 도래했다고 본다,5
잘 먹었습니당 감사합니다,5
맛있습니다 예전에 비해 콜라도 마니 안엎어져 오고 좋아요,5
ㅎㅎ 마싯어용 햄버거 생각나서 시켯다네요,5
그냥 불고기버거 먹으셈 한우불고기버거 완전 맛없음 충격적임,2
배달이 매우 빠름.,5
맛있어요오오오오오~,5
맛있습니다! 배달도 예상시간보다 빨리 왔구요~~~,5
맛있게 잘먹었습니다,5
맛있게 잘 먹었습니다,5
"도착 예정시간보다 15분 늦었어요 밥시간이라 그랬지만 살짝 식어서 마음이,,,아팟읍니다,,^^ 그래도 맛나요 얌얌긋",4
맜있고 배달도 빨랐어요!,5
배달도 빠르고 맛은 원래 그맛이그맛,4
맛있게잘먹었습니다,5
역시 믿고 먹는 프랜차이즈!!,5
세트메뉴는 좋았습니다.,5
맛도 양도 다 만족함!,5
양상추가 너무 없는 점 빼고 잘 먹었어요 아이스크림도 녹지 않고 잘 왔어요ㅎㅎ,5
최고!!!!!!!!!!울 아이들 좋아해요 ㅋ,5
맛있게 잘먹었습니다.,5
아이가 너무 좋아해요 매번 맛있게 잘먹고있어요,5
치킨이 너무 말라있고 누린내가 나서요 통닭은못먹고 바이~했음 닭강정은 양념이 맛있었음,2
배달 30분 내외로 된다더니 거의 한시간 기다린 것도 그렇고 ㅠㅜ 콜라에 얼음 빼달라니까 그대로 가져오고ㅠㅜㅠㅠ 이럴거면 시킨 이유가 없고 걍 가서 주문하는게 더 빨랐다...,2
맛있게 잘 먹었습니다 감사합니다,5
배달기사님이 너무 친절하고 버거도 맛있어요:),5
5555555555,5
우리 아이들 맛 있있게 잘 먹었네요,5
맛도 좋고 배달 시간도 꾀 빠른데 감자튀김이랑 케찹 조합이 좀 이상하고 양이 안참,3
빠른배달...맛은기본이죠~~~짱. 아이들이좋아해요.감자튀김라즈로사이즈업했는데..생각보다..적어요.기본과다르지않아요.아이들이좋아하는거라2개주문해그나마다행..,5
맛있게 잘먹었습니다,5
따뜻한 버거를 집에서 받아봤네요. 감자튀김이 조금 눅눅하고 양이 조금아쉽지만.... 감사해요~,4
양상추 많이 넣어주면 좋겠습니다,4
배달도 빠르고 맛있어용~!,5
"오랜만에 배달을 했는데 시간이 꽤 걸리더라고요 30분정도면 올 거리를 4,50분 다되서 왔기에 맛과 양은 만족인데 배달이 조금 그러네요 맛잇게 잘먹었어요",4
😆배송가 빠라요!,5
배달빠르고만족합니다,5
잘먹었습니다~~~~,5
너무너무너무 맛나요,5
메인 사진보다 패티가 얇아 아쉬웠습니다. 그래도 맛있게 먹었습니다. 감사합니다:),5
요청사항에 쓴거 다 지켜져서 너무 좋았어요 감사합니다 :) 맛있게먹었어요,4
맛있음 배달빠름 가성비굿,5
맛있게 잘먹었습니다~,5
5555555555,5
너무 맛있었어요 집에서 먹는 햄버거 세트라니...,4
역시 롯데리아 굿굿굿,5
배달빠르고 좋아요 추천,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
최고 최고 최고 최고 최고 최고 최고 최고,5
항상 시켜먹는 메뉴에요~~~~~~ 성대점에서 오랫만에 시켰는데 햄버거는 똑같고 포테이토가 좀 아쉬웠어요~~~~~ 끝에 까만 부분이 있는 것도 좀 있었고 감자도 눅눅했어요~~~ㅜㅜ,4
자주 시켜 먹어요..,5
배달 빨리 와서 맛있겠 잘먹었습니다.,5
양도 맛도 다 만족함! 👍🏼,5
맛있어요 따듯하게 배달되었습니다,5
혼닭 사이즈가 비둘기 크기네요. 그래도 맛은 좋았습니다,5
빠른 배달은 좋지만 치즈토핑 누락.. 전화하니까 어떻게 해드릴까요? 저는 다음 주문시 넣어주세요 라고 대답... 뭐 방법이 있나요?ㅜ 300원 계좌에 넣어드릴까요? 이럼 뭐하나요? 음식맛이 확 떨어지는데,1
프렌차이즈 답게 항상 같은 그 맛! 맛있는 그 맛!! 배달도 센스있게 요즘 시기에 맞춰 집 앞에 두고 가시는 센스 감사합니다아,5
너무 맛있게 먹어서 사진을 못찍었네요. 누구나 다 아는 대중적인 맛입니당.,5
배달 좋고 지파이 좋아해서 자주 시켜먹긴함데 500원이라도 쌌으면 하는 바람.. + 클래식 치즈버거는 영 아니네요,4
감튀 눅눅한것빼곤 굿,5
긋긋ㅋㅋㅋㅋㅋㅋㅋㅋ,5
배달 요청사항 좀 잘 챙겨주세요..,5
빨리오고 맛도좋고~~~~,5
맛있게 잘먹었습니다.,5
음식 청결하고 맛있고 배달정확하고 친절하고 좋네요,5
배달 진짜 빠르고 친절하세요!! 맛있어용ㅎㅎㅎ,5
배달이 정말 빨리오네요,4
맛있게 잘먹었습니다.,5
맛있어요 ㅎㅎㅎㅎㅎ,5
생각보다 양도 괜찮고 맛도 아주 좋았습니다!!아주 바삭하고 옛날 통닭 그 느낌 그대로에요!!,5
콜라가 쏟아져서 배달왔어요ㅜㅜㅜ 배달은 빨랐습키다,4
맛있겠닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
리아미라클은 기대했던 맛이 아니라 실망했지만 기대한게ㅡ아니었던거지 맛있었어요!! 롯리ㅡ치킨 존맛탱~,5
GGGGGGGGGG,5
굿굿ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
배달도 빠르고 맛도좋고 다조아요 배달아저씨가 음료 쏫아서 큰걸로하나 사오쎴어요 감사함니다 안 사오셔도 돼는대 사오셔서 감사했어요,5
잘 먹었습니다 감사합니다,5
롯데리아붝맛잇음 ㅎ,5
배달빠르고 좋아요 추천해요,5
맛있게 잘 먹었습니다,4
한시간 넘게 걸림 알고보니 주문 누락,1
ㅋㅋㅋㅋㅋㅌㅌㅌㅌ귯,5
롯데리아 햄버거 역시 맛있네요!! 그리고 감튀는 양념감자,5
빠른 배달 굿~ 덕분에 따끈한 햄버거 잘 먹었습니다.,5
"콜라 라지 시켰는데 라지로 안 바뀌었네요..,. 주문 내역 좀 확인하고 포장해주시지ㅠ 200원이니까 그냥 먹ㄱ지만 좀 꼼꼼하게 해주셨으면 하네요",3
배달 해주신분 감사합니다! 제 실수인데 다시 벙확한 대발 주소로 와주셔서 감사합니다 ㅠㅠ,5
맛있게 잘 먹었습니다^^,5
좋아요 좋아요 좋아요 좋아요,5
항상 맛있게 잘 먹습니다,5
아이가 맛있게 먹었어요,5
배달도 제때오고 버거도 무난해요~,5
할인이벤트하니까 딱 좋네요,5
맛있어요 ~~~~~~~~,5
콜라가 흐른거빼고는 괜찮았습니다,4
배달 빠르고 맛있어요,5
배달도착시 전화달라햇는데 문자만 남기고 가셔서 도착한줄도 몰랐다가 40분뒤에 문앞에 걸려있는 다식은 햄버거 먹었네요....맛은 있어요 ㅎ_ㅎ,5
정말빨리오고맛있었어요 배고파서 빨리먹느라사진은없어요 ㅠㅠ,5
저번부터 양파가 쓴맛이 나네요..,4
맛있게 잘먹었습니다.,5
요즘 배달이 늘어서 그런가요.. 양상추 양이 너무 줄어들어서 패티만 먹은것같아요 실망하지 않게 해주세요 ㅜㅜ,3
야채양이 너무 적어서 아쉽네요 원래 율현점에서 시켰는데 방을 옮겨서 여기에서 시켰는데 ㅠ,4
배달 빨리오고 잘 먹었습니다 사소한 실수가 있었는데 정말 친절히 안내해주어서 오히려 기분 좋았네요 수고하세요~,5
항상 푸짐한양! 빠른배달 매번 시켜먹어도 질리지않는 가성비 최고의 맛집 잘묵겠숩니다~,5
빨리왔습니다 잘먹었습니다~,5
자주시켜 먹어서 리뷰는 잘안남겨요..코로나 때문에 바쁘실텐데 배달이 빠른편이라 좋습니다 감사합니다^^,5
늘 먹던거라 자주시켜먹어요 배달이좀더 빨랐으면 좋겠지만 너무늦지않아서 괜찮아요,5
배달이 예정 시간보다 늦었지만 항상 빠른 배달 해주셔서 감사한 마음으로 시켜요 감자튀김은 식었지만 그래도 오늘 같이 날씨 궂은 날에도 빠른 배송 위해서 노력해주셔서 감사합니다 잘 먹을게요,5
생각보다 괜찮은 롯데리아. 가격 조정만 잘 되면 완벽할터인데,4
맛있게 먹었습니다~~~,5
총알배송이네요 ㅎㅎ 굿,5
맛있게 잘 먹었습니다!,5
맛있어요~ 핫크리스피 버거 최고~,5
맛있게 잘먹었습니다.,5
진짜 여기보다 빠른 배달은 못봤어요~,5
배달 진짜 빨라ㅋㅋㅋㅋㅋㅋ,5
맛나게 잘먹었습니다,5
배송도빠르고맛있습니다 ㅎㅎ,5
치즈시켰는데 어니언이 왔었어요,4
빠른배달감사합니다맛있게잘먹엇습니다,5
하바네로 최애였는데 그 기름을 제 장이 더이상 받아들이질 못하네요ㅠㅠ 이제 하바네로는 네버..ㅠㅠ,4
맛잇게 먹엇어요 배달빠름,4
다 좋은데 소스 좀 많이라고 부탁드렸는데.. 그게 좀 아쉽!!,4
배달빠르고 좋아요,5
맛있게 잘 먹었습니다,5
맛있어요!!!!!!!!불고기버거거 두툼해진 거같아 좋음,5
맛좋아여 옴뇸뇸뇸!!,5
배달 엄청 빠르고 맛있어요!!! 사정이 있어서 문앞에 두고 가주시라고 부탁드렸는데 제가 받을 때까지 계속 기다리시더라고요 괜히 죄송했네요ㅠ.ㅠ,5
"모짜렐라 처음 시도했는데 너무 맛있었습니다 ㅎㅎ 다만, 배달하는 과정에서 음료와 감자튀김이 너무 많이 쏟아져서 전달 받았을 때 기분이 별로였습니다",2
감자튀김이랑 치즈스틱 너켓 모두 눅눅하게 거의다 식어서오네요.. 버거는 맛있었어요.,3
버거는 거의 롯데리아에서만 먹는것같아요 맛있어요,5
너무 맛있었어요 배달도 빨라서 넘좋아요,5
맛있었어요 배달도 빨라요,5
항상 만족합니다. 잘 먹었습니다,5
맛있어요~ 단지 최소 주문 금액 맞추는게 힘드네요..,5
빠른배송으로 따뜩하게 잘 먹었어요,5
맛있게 잘먹었습니다.,5
소스돈냈는데도착은안했네요...,3
항상 맛있게 잘 먹고 있습니다,5
항상 맛있게 잘 먹고 있습니다,5
그냥 한번씩 시켜먹여용,5
콜라서비스 감쟈합니당,5
맛있게 잘 먹었습니다,5
맛나요 배달도 빨라요,5
맛 잇 어 요~~~~~~,5
새우버거 맛있는데 비싸요.,4
감자튀김이 엄청 셔요;; 상한건가요?,3
잘 먹었습니다. 언제나 새우버거는 롯데리아~~~♡,5
다음에 또 시켜먹을게요 배달비가 없어서 너무조아요,5
맛잇어요 햄버거가 주문한거랑 다른게 와서 당황햇지만 맛잇게 먹엇습니다,4
따뜻하고 감자튀김도 바삭하게 잘 먹었어요..,5
생각보다 배달 빨랐어요 아이들 방학으로 주문시켜 달라해서 먹었는데 맛있게 먹었다네요,5
배달은 생각보다 빨리왔는데 확실히 매장에서 먹는거보다 맛이없어요. 오늘따라 양상추 양도 적고 전부다 눅눅하네요.,3
치킨버거 오랜만에 먹으니까 맛있었어요,4
맛있어요 배달도 빠르고요,5
집에서 편안하게 받은 만큼 맛도 좋았습니다,5
시간맞춰 배달되고 좋네요.,5
배달 빠르고 좋아요,4
맛잇어요 ~~~~~,5
배달이 무진장 빨랐어요~!,5
치즈스틱 따닷하게와서 좋았어요,5
맛있어요~~~배달하시는 분도 친절하세요^^,5
매콤해서 다음날 화장실로 고생 조금 했지만 맛있어요!!!!,5
맛나게 잘 먹었어요,4
늦어서 죄송합니다 라는 말과 함께 받았는데 이렇게 음식이 식을수도 있구나 라는 생각을 했어요.. 50분 이내 도착은 했어요 47분 만에...,2
맛있고 배달도 빨라서 감동,4
맛있었어요 배달빨라서ㅠ좋아요,5
정말 맛있게 잘먹었어요~^^,5
와규는 그냥 그렇네요. 그래도 맛있습니다,4
무난합니다 무난 합니다..,5
배달을 빨리 해주셔서 따뜻하게 잘 먹었습니다..,5
맛있게 잘 먹었습니다,5
배송이 빠르고좋네요,5
맛있었어요 치즈양념감자,4
롯데리아는 하도 자주 시켜서 리뷰를 일일이 올리지 않는데 오늘 배달기사님 정말 친절하셔서 리뷰 씁니다. 늘 배달 시키면 제가 먼저 머리 숙이고 인사드리는데 직접 배달온 사장님이 아닌 이상 같이 인사해주는 기사님들 거의 없고 던지듯이 음식 주고 가는 기사가 더 많거든요. 그런데 오늘 롯데리아 기사님께서는 미리 몇분 후 도착할 것 같다며 문자도 주시고 같이 허리 굽혀 인사해주시는 것 보고 기분이 정말 좋았습니다. 점심때라 배달도 많아 바쁘실텐데 그래서 더 감사했던 것 같습니다.,5
"엄청 빨리와서 깜짝 놀았어요 ,맛있게 잘먹었습니다.",5
항상 시켜먹고있어요~,5
잘받았어오 생각보다빨리왓어요,5
맛있게 잘 먹었어요^^,5
항상 시켜먹어요 맛있습니다,5
맛있어요 ㅎㅎ 배달팩 종류를 더다양하게 만들어줬음 좋겠어요,5
아니 배달 문앞에 놔달라하고 문자한통 해달라 했는데 그냥 툭 던져놓고 갔네요 ㅋㅋ 다 식을때까지 전 온지도 몰랐는데 어떻게 먹으라고 주는거죠? 어이가 없네요 배달원 진짜 ㅋㅋㅋㅋ,1
제가 식은 감튀도 잘 먹지만... 배달 때문에 식은 감튀를... 즐기고 싶진 않았어요...^^ 저 주문한 주소가 해당 가게 위치에서 그냥 쭉 올라오기만 하면 대놓고 떡하니 있는 장소인데 얼마나 삥 돌아오셨으면 봉투부터 축축하시더라구요...? 다음부터는 주소 확인 잘 해주세요,3
감자튀김 조금 눅눅해진거 빼고는 다 괜찮네요~ 맛있게 먹었습니다,5
너무 늦은시간인데도 배달해주시고~~ 잘받고 잘먹었습니다. 감사합니다^^,5
맛있으요 ㅎㅎㅎㅎㅎ,5
항상 잘먹고있어요ㅎ,5
맛있어요 배달도 빠르고,5
예전엔 배달은 빨랐는데 최근 다른 리뷰처럼 배달도 한시간은 걸리고.. 음식도 다 식어서 오고 콜라도 새고.. 요즘 너무 신경 안쓰시는거 아닙니까..,1
항상 시켜먹지만 매번 만족합니다.,5
주문한지 한시간 만반에 오고 모든음식이 차갑고 열받아서 던져버릴려다 먹음요 돈아까워요,1
배달이 너무늦은거 빼고는 좋았습니다~,3
맛있게 잘 먹었습니다. 감사합니다,5
ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5
스위트앤샤워가 없어요...,3
음료수 ㅜㅜ 하지만 맛잇어서 별5개입니다^^,5
티렉스 가성비 젛아요,5
따뜻하고 맛있는 버거 감사합니다,5
배달도 빠르고 맛있어요,5
배달이 매우 빠릅니다.,5
맛잇어요~ 배달이 로켓이네요 .. 빨라서 더 좋았어요,5
따뜻하고 맛있었어요,5
배송도 빠르고 맛있네요,5
신속배달 맛도 좋고 주말 점심 딱이에요^^!,5
콜라에 매번 얼음 빼달라고 하는데 ㅠ 그대로 넣어져서 ㅠㅠ 얼음 들어가면 이가 아파서 ㅠ 콜라 더 넣어달라는 것도 아니고 ㅠ 주문 내용 잘 보고 보내주세요,4
급할 때 간식으로 좋아요,4
맛있구 배달 빠르구 완벽!,5
맛있게 잘먹었습니다.,5
배달좋고 맛도 좋습니다,5
롯데리아는 비싼버거보다 그냥 데리버거만 먹는곳임! 갓데리버거,5
배달이 진짜 빠르네요 소스를 더 주시면 좋을것같습니다,5
"배달도 적절히 빨랐고, 정말 맛있었습니다. 그리고 봉투 감사합니다. 2020년 새해복 많이받으시길",5
저번에도 종량제 봉투 주셨는데 이번에도 같이 주셨네요 ㅋㅋ 이런 이벤트 정말 좋아요 늘 주문하는 메뉴로 역시 배달 주문했고 맛있게 먹는 중입니다.,5
배달이 빠르고 맛있어요,5
식어서 왔어요ㅠㅠ,4
우린 새우버거 마니아~,4
밤늦게 시켰는데 배달 빨리 해주셨어요! 음식도 따끈하고 맛있어요!👍😆,5
매번 시켜먹지만 맛있어요!,5
배달 빠르고 맛있어용,5
배달도 늦게 오고 다 식어 왔어요 한겨울에 아이스크림도 녹아 오나요?,1
잘먹었습니다아아아아아,5
역시 롯데리아 맛도좋고 배달도빠르고,5
.,5
배달빠르고 만족합니다 추천해요,5
한우불고기세트 맛있습니다 ^^ 맛이 진하고 묵직하니 비싼값 하는것 같습니다,5
오랜만의 햄버거였는데 맛있게 잘 먹었어요,5
맛 있어요 또 시켜 먹을게요~~!,5
맛있게 잘 먹었습니다,5
맛있었어요~~~~~~,5
맛없내요실망 배달분고생많으셔요,2
맛있어요 ㅎㅎㅎㅎㅎ,5
롯데리아 새우버거만 먹어요.,4
버거가 따뜻해서 넘 좋네요,5
맛있게 잘 먹었습니다.,4
잘 먹었습니다 앙응,5
조아요조아요조아요아,5
배달은 좀 느렸는데 맛있었어요,3
배달도 빠르고 좋았어요,5
배달은 빠르나 감자가 아니더라,4
맛있었어요 배달도 빨라요,3
지파이 처음 시켜 봤는데 맛은 있지만 생각보다 맵더라고요ㅠㅠ 그것 말곤 정말 잘 먹었어요!!,5
맛있게 먹었습니다.,5
배달이 빨라으면 좀아싑네요~^^,2
버거~ 잘 먹었습니다. 지파이두 맛나요.,4
잘목었습니당~~~~~,5
배달빨라서 좋았어요,5
항상 빠른배달에 맛있게 먹고있습니다.,4
배달도 잘 받았고 맛있게 먹었습니다,4
와규는 비싸서 처음 먹어봤는데 그 값 하는것 같아요 잘 먹었습니다,5
항상 잘시켜먹고있어요~~맛있어요ㅎㅎ,5
ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5
~~~~~~~~}},5
잘먹었어요! 배달 항상 빠르고 음식 상태 좋은 곳 같아요!! 감사합니다~,5
배달은 용역이죠? 뭐라 할말이없네,2
라이스버거 단종인줄 알았는데 있길래 냉큼 주문했어요 밥대신 든든!,5
맛있게 잘먹었습니다 배달도 빠르고 만족합니다,5
배달 빠르고 맛있음 굿굿,5
따뜻하게 와서 너무 좋았고 너무너무 맛있게 먹었습니다,5
잘먹었어요~~~,5
항상 잘 먹고 있습니다,5
롯데리아 맛있었습니다,5
배달빨라서 좋아요 감사합니다,5
비싸기만하고 맛도 없고 30분이내에배달온다더니 한참기다려서받았네요 정말 형편없습니다. 다시는 주문안합니다,1
맛있게 잘먹었습니다. 역시 버거는 롯데리아야~,5
개꿀맛~개꿀~리얼개꿀맛~,5
맛있네요ㅡㅡㅡㅡㅡㅡㅡ,5
배달이 빨라서 좋네요,5
맛있게 잘먹었습니다.,5
잘먹었어요 빠른배달!,5
맛과 양은 변함 없었으나.. 배달기사가 매우 불친절. 아무 말도 없는건 기본이고 빨리 가져가라고 휙휙 흔들어댐ㅋ 어이가 없네?,4
잘 먹었어요~~~~~,4
좋아요***&***,5
잘먹었숩니다~~~~,5
맛있었어요 배달은 조금 아쉽네요,4
맛있게 잘먹었어요. 따뜻하게 배달와서 좋았어요,5
빠른배달 굿 맛있게 먹을께요 ㅎ,5
오늘 와주신 배달기사분 음료도 깨끗하게 배달해주시고 정말 친절하게요. 맨날 이분이 와주시면 좋겠어요.,5
빠르고 맛있고 잘 먹었습니다.,5
맛있어요 ㅎ 배달도빠름,5
짱 good food,5
다 아는 롯데리아맛,5
"햄버거 땡길땐 롯데리아를 항상 찾게 되는 것 같아요! 포장 상태도 괜찮았고, 잘먹었습니다!!",5
언제나 맛있게 따뜻하게 잘 먹고 있습니다,5
굿 굳,5
🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳,5
"거의 1시간만에 받았네요,,,,",3
배달이 빨라요. 잘먹었습니다,5
맛있어요 불고기버거 ㅋㅋ,5
배달도 빠르고 주문도 잘 와서 좋습니다,5
맛있게 잘먹었습니다~~,5
맛은 둘째치고 배달시간이 한시간 넘는건 기본이고 출발했냐고 했더니 했다고 해놓고 확인도 안하고 대답해서 출발도 안한덧 같더군요 확인도 안하고 대답하는건 좀 아닌것 같습니다 기분이 너무 안좋았습니다,1
소스 너무 작게 주심...,4
배달도 제시간에 맞춰오시고 맛도 아주 좋았어요!,5
맛있었어요 성대점 참 좋아요,5
.,5
생각보다 맛이없고 너무 식어서 왔어요,3
나가지 않고 편리해서 좋아요,4
맛있습니다 라이스버거,5
배달 빠르고 맛있고 조아욘,5
ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,5
맛있게 잘먹었습니다,5
넘너 맛있는것 항상 맛있어요~~~,5
오오오오오오오오옹ㅎ,5
최근 매장에서 햄버거 먹었는데 여자 알바생의 태도가 불쾌했어요.자주 가는편인데 처음본 여자 알바생이었습니다.바쁘지도 않은데 손님한테 대꾸도 안하고 기분나쁜 표정짓고 앞에서 핸드폰이나 하고 다른 알바생들은 안그러는데 이 알바생만 태도가 좋게 보이지 않더군요^^사장님이 이글 꼭 보시고 알바생 태도에 신경좀 써주셨음 하네요~,4
빠른배송 굿구슥ㆍ슥ㆍㅅ,5
예상보다 배달 빨리와서 좋았어요 롯데리아 햄버거는 크기가 좀 작은거 같아 아쉬울때도 있지만 지파이도 있어서 모자라지는 않았어요 음료수도 흐르지않게 신경써주셔서 감사합니다,5
맛있게 잘먹었습니다.,5
배달도 빠르고 맛있었어요,5
good good good,5
성대점 맛있어요,5
배달이 정말 빨랐어요~~ 감사해요~~^^,5
조아요.조아요.조아요.,5
...패티 튀김은 다 녹아있고 빵은 눅눅하고.. 다음엔 이러지 마세요.. 이번만 넘어갑니다..,3
최고입니다 생각보드 배달은 늦었지만 굿굿,5
와와와와와와와와와와,5
그냥그저그렇습니다.,2
콜라 반이 다 사라졌어요..... 배달하시는 분 시과라도 하셔야 하는가 아닌가요??? 황당하네요 콜라값 빼주는 것도 아니고. 요즘 배달기사 복불복이 잦네요.,4
맛나요 토네이도까지 굳 ㅎㅎ,5
항상 넘 맛있고 배달 빨라용 혼자 묵기 조아용,5
햄버거 장인이 만들었는지 엄청 맛있었습니다,5
라이스버거 죤마탱ㅇ이용,5
돌아온 라이스버거 좋네요 ㅎㅎㅎ,5
맛있게 잘먹었습니다.,5
잘먹었어요! 치즈스틱 오랜만에 먹으니까 맛있었어요. 불고기 버거도 깔끔하게 배달됀거 같아요!,5
좋아요 ㅎㅎㅎㅎㅎㅎㅎ,4
와규 중독 2일차 맛있다,5
와규 중독 1일차 맛있다,5
아주 맛있어요. 배달도 빨라요,5
요즘은 패스트푸드마저 배달되는가봐요. 너무좋아.,5
배달도 빠르고 새우버거도 맛있어요,4
대존맛입니다 존맛대잔치 JMTTTTTTTTTT,5
롯데리아~라이스버거~롯데리아,5
생각보다 빠르게 잘 받았습니다.,5
맛있게 잘먹었습니다.,5
";;; 여기서 일주일에도 몇번씩 배달시키는데, 오늘 배달온 분 무슨 짐 떠 넘겨주듯 떠넘기고 후다닥 가시네요 ;;; 안녕하세요 라든지 아무 말도 없이 그냥 던지듯이 주고 바로 엘리베이터 타는데 너무 황당했습니다.",2
배달빨라서 좋아요 ㅎㅎ,5
잘먹었습니다~~!!,5
콜라가 살짝 새서 왔어요 그거 말곤 만족스럽습니다!,4
전체적으로 맛있었어요! 치킨 너겟도 오랜만에 먹어서 더 좋았고 배달도 빨리해주셔서 감사합니다. 만족스러웠어요!!,5
맛있어요~~~~ 감사합니다~~,5
맛있고 짱짜앙이몸ㅇㅁ미,5
배달속도 굿 맛도 굿!!,5
맛있드아아아아아아아아,5
맛있다아아아아아아아,5
배달 빠르고 다 굿 굿,5
이게 같은 햄버거? 너무하다,1
좋아요***********,5
불고기 버거 소스가 너무 없어요;;,5
배송예상시간보다 좀 많이늦었지만 굳,4
.,5
오늘 배달해주신 분의 밝은 인사에 같이 기분 좋아졌네요~,5
